Timestamp,Source Floor,Destination Floor
1716645971839589,3,9
1716645971839589,1,10
1716645971839589,2,7
1716645971919589,3,9
1716645971919589,3,9
1716645971919589,1,10
1716645971919589,3,9
1716645971919589,1,10
1716645971919589,2,7
1716645971999589,3,9
1716645971999589,3,9
1716645971999589,1,10
1716645971999589,3,9
1716645971999589,1,10
1716645971999589,2,7
1716645972079589,3,9
1716645972079589,3,9
1716645972079589,1,10
1716645972079589,3,9
1716645972079589,1,10
1716645972079589,2,7
1716645972159589,3,9
1716645972159589,3,9
1716645972159589,1,10
1716645972159589,3,9
1716645972159589,1,10
1716645972159589,2,7
1716645972200589,3,9
1716645972200589,3,9
1716645972200589,1,10
1716645972200589,3,9
1716645972200589,1,10
1716645972200589,2,7
1716645972319589,3,9
1716645972319589,3,9
1716645972319589,1,10
1716645972319589,3,9
1716645972319589,1,10
1716645972319589,2,7
1716645972439589,3,9
1716645972439589,3,9
1716645972439589,1,10
1716645972439589,3,9
1716645972439589,1,10
1716645972439589,2,7
1716645972559589,3,9
1716645972559589,3,9
1716645972559589,1,10
1716645972559589,3,9
1716645972559589,1,10
1716645972559589,2,7
1716645972599589,3,9
1716645972599589,3,9
1716645972599589,1,10
1716645972599589,3,9
1716645972599589,1,10
1716645972599589,2,7
1716645972719589,3,9
1716645972719589,3,9
1716645972719589,1,10
1716645972719589,3,9
1716645972719589,1,10
1716645972719589,7,10
1716645972719589,3,9
1716645972719589,1,10
1716645972719589,7,10
1716645972719589,2,7
1716645972919589,3,9
1716645972919589,3,9
1716645972919589,1,10
1716645972919589,3,9
1716645972919589,1,10
1716645972919589,2,7
1716645973039589,3,9
1716645973039589,3,9
1716645973039589,1,10
1716645973039589,3,9
1716645973039589,1,10
1716645973039589,2,7
1716645973119589,3,9
1716645973119589,3,9
1716645973119589,1,10
1716645973119589,3,9
1716645973119589,1,10
1716645973119589,7,10
1716645973119589,3,9
1716645973119589,1,10
1716645973119589,7,10
1716645973119589,2,7
1716645973279589,3,9
1716645973279589,3,9
1716645973279589,1,10
1716645973279589,3,9
1716645973279589,1,10
1716645973279589,2,7
1716645973319589,3,9
1716645973319589,3,9
1716645973319589,1,10
1716645973319589,3,9
1716645973319589,1,10
1716645973319589,2,7
1716645973399589,3,9
1716645973399589,3,9
1716645973399589,1,10
1716645973399589,3,9
1716645973399589,1,10
1716645973399589,2,7
1716645973559589,3,9
1716645973559589,3,9
1716645973559589,1,10
1716645973559589,3,9
1716645973559589,1,10
1716645973559589,2,7
1716645973599589,3,9
1716645973599589,3,9
1716645973599589,1,10
1716645973599589,3,9
1716645973599589,1,10
1716645973599589,2,7
1716645973679589,3,9
1716645973679589,3,9
1716645973679589,1,10
1716645973679589,3,9
1716645973679589,1,10
1716645973679589,2,7
1716645973719589,3,9
1716645973719589,3,9
1716645973719589,1,10
1716645973719589,3,9
1716645973719589,1,10
1716645973719589,2,7
1716645973759589,3,9
1716645973759589,3,9
1716645973759589,1,10
1716645973759589,3,9
1716645973759589,1,10
1716645973759589,2,7
1716645973639589,3,9
1716645973639589,3,9
1716645973639589,1,10
1716645973639589,3,9
1716645973639589,1,10
1716645973639589,2,7
1716645973519589,3,9
1716645973519589,3,9
1716645973519589,1,10
1716645973519589,3,9
1716645973519589,1,10
1716645973519589,2,7
1716645973479589,3,9
1716645973479589,3,9
1716645973479589,1,10
1716645973479589,3,9
1716645973479589,1,10
1716645973479589,2,7
1716645973439589,3,9
1716645973439589,3,9
1716645973439589,1,10
1716645973439589,3,9
1716645973439589,1,10
1716645973439589,2,7
1716645973359589,3,9
1716645973359589,3,9
1716645973359589,1,10
1716645973359589,3,9
1716645973359589,1,10
1716645973359589,2,7
1716645973199589,3,9
1716645973199589,3,9
1716645973199589,1,10
1716645973199589,3,9
1716645973199589,1,10
1716645973199589,2,7
1716645973159589,3,9
1716645973159589,3,9
1716645973159589,1,10
1716645973159589,3,9
1716645973159589,1,10
1716645973159589,7,10
1716645973159589,3,9
1716645973159589,1,10
1716645973159589,7,10
1716645973159589,2,7
1716645973079589,3,9
1716645973079589,3,9
1716645973079589,1,10
1716645973079589,3,9
1716645973079589,1,10
1716645973079589,7,10
1716645973079589,3,9
1716645973079589,1,10
1716645973079589,7,10
1716645973079589,2,7
1716645975128000,3,9
1716645975128000,3,9
1716645975128000,1,10
1716645975128000,3,9
1716645975128000,1,10
1716645975128000,2,7
1716645975168000,3,9
1716645975168000,3,9
1716645975168000,1,10
1716645975168000,3,9
1716645975168000,1,10
1716645975168000,2,7
1716645975208000,3,9
1716645975208000,3,9
1716645975208000,1,10
1716645975208000,3,9
1716645975208000,1,10
1716645975208000,2,7
1716645975248000,3,9
1716645975248000,3,9
1716645975248000,1,10
1716645975248000,3,9
1716645975248000,1,10
1716645975248000,2,7
1716645975288000,3,9
1716645975288000,3,9
1716645975288000,1,10
1716645975288000,3,9
1716645975288000,1,10
1716645975288000,2,7
1716645975328000,3,9
1716645975328000,3,9
1716645975328000,1,10
1716645975328000,3,9
1716645975328000,1,10
1716645975328000,2,7
1716645975448000,3,9
1716645975448000,3,9
1716645975448000,1,10
1716645975448000,3,9
1716645975448000,1,10
1716645975448000,7,10
1716645975448000,3,9
1716645975448000,1,10
1716645975448000,7,10
1716645975448000,2,7
1716645975408000,3,9
1716645975408000,3,9
1716645975408000,1,10
1716645975408000,3,9
1716645975408000,1,10
1716645975408000,2,7
1716645975488000,3,9
1716645975488000,3,9
1716645975488000,1,10
1716645975488000,3,9
1716645975488000,1,10
1716645975488000,2,7
1716645975568000,3,9
1716645975568000,3,9
1716645975568000,1,10
1716645975568000,3,9
1716645975568000,1,10
1716645975568000,2,7
1716645975608000,3,9
1716645975608000,3,9
1716645975608000,1,10
1716645975608000,3,9
1716645975608000,1,10
1716645975608000,2,7
1716645975688000,3,7
1716645975688000,3,7
1716645975688000,3,9
1716645975688000,3,7
1716645975688000,3,9
1716645975688000,1,10
1716645975688000,3,7
1716645975688000,3,9
1716645975688000,1,10
1716645975688000,2,7
1716645975848000,3,7
1716645975848000,3,7
1716645975848000,3,9
1716645975848000,3,7
1716645975848000,3,9
1716645975848000,1,10
1716645975848000,3,7
1716645975848000,3,9
1716645975848000,1,10
1716645975848000,2,7
1716645975968000,3,7
1716645975968000,3,7
1716645975968000,3,9
1716645975968000,3,7
1716645975968000,3,9
1716645975968000,1,10
1716645975968000,3,7
1716645975968000,3,9
1716645975968000,1,10
1716645975968000,2,7
1716645976088000,3,7
1716645976088000,3,7
1716645976088000,3,9
1716645976088000,3,7
1716645976088000,3,9
1716645976088000,1,10
1716645976088000,3,7
1716645976088000,3,9
1716645976088000,1,10
1716645976088000,2,7
1716645976208000,3,7
1716645976208000,3,7
1716645976208000,3,9
1716645976208000,3,7
1716645976208000,3,9
1716645976208000,1,10
1716645976208000,3,7
1716645976208000,3,9
1716645976208000,1,10
1716645976208000,2,7
1716645976288000,3,7
1716645976288000,3,7
1716645976288000,3,9
1716645976288000,3,7
1716645976288000,3,9
1716645976288000,1,10
1716645976288000,3,7
1716645976288000,3,9
1716645976288000,1,10
1716645976288000,2,7
1716645976448000,3,7
1716645976448000,3,7
1716645976448000,3,9
1716645976448000,3,7
1716645976448000,3,9
1716645976448000,1,10
1716645976448000,3,7
1716645976448000,3,9
1716645976448000,1,10
1716645976448000,2,7
1716645976528000,3,7
1716645976528000,3,7
1716645976528000,3,9
1716645976528000,3,7
1716645976528000,3,9
1716645976528000,1,10
1716645976528000,3,7
1716645976528000,3,9
1716645976528000,1,10
1716645976528000,2,7
1716645976608000,3,7
1716645976608000,3,7
1716645976608000,3,9
1716645976608000,3,7
1716645976608000,3,9
1716645976608000,1,10
1716645976608000,3,7
1716645976608000,3,9
1716645976608000,1,10
1716645976608000,2,7
1716645976648000,3,7
1716645976648000,3,7
1716645976648000,3,9
1716645976648000,3,7
1716645976648000,3,9
1716645976648000,1,10
1716645976648000,3,7
1716645976648000,3,9
1716645976648000,1,10
1716645976648000,2,7
1716645976688000,3,7
1716645976688000,3,7
1716645976688000,3,9
1716645976688000,3,7
1716645976688000,3,9
1716645976688000,1,10
1716645976688000,3,7
1716645976688000,3,9
1716645976688000,1,10
1716645976688000,2,7
1716645976768000,3,7
1716645976768000,3,7
1716645976768000,3,9
1716645976768000,3,7
1716645976768000,3,9
1716645976768000,1,10
1716645976768000,3,7
1716645976768000,3,9
1716645976768000,1,10
1716645976768000,2,7
1716645976808000,3,7
1716645976808000,3,7
1716645976808000,3,9
1716645976808000,3,7
1716645976808000,3,9
1716645976808000,1,10
1716645976808000,3,7
1716645976808000,3,9
1716645976808000,1,10
1716645976808000,2,7
1716645976848000,3,7
1716645976848000,3,7
1716645976848000,3,9
1716645976848000,3,7
1716645976848000,3,9
1716645976848000,1,10
1716645976848000,3,7
1716645976848000,3,9
1716645976848000,1,10
1716645976848000,2,7
1716645976888000,3,7
1716645976888000,3,7
1716645976888000,3,9
1716645976888000,3,7
1716645976888000,3,9
1716645976888000,1,10
1716645976888000,3,7
1716645976888000,3,9
1716645976888000,1,10
1716645976888000,2,7
1716645976928000,3,7
1716645976928000,3,7
1716645976928000,3,9
1716645976928000,3,7
1716645976928000,3,9
1716645976928000,1,10
1716645976928000,3,7
1716645976928000,3,9
1716645976928000,1,10
1716645976928000,2,7
1716645976728000,3,7
1716645976728000,3,7
1716645976728000,3,9
1716645976728000,3,7
1716645976728000,3,9
1716645976728000,1,10
1716645976728000,3,7
1716645976728000,3,9
1716645976728000,1,10
1716645976728000,2,7
1716645977008000,3,7
1716645977008000,3,7
1716645977008000,3,9
1716645977008000,3,7
1716645977008000,3,9
1716645977008000,1,10
1716645977008000,3,7
1716645977008000,3,9
1716645977008000,1,10
1716645977008000,2,7
1716645977048000,3,9
1716645977048000,3,9
1716645977048000,1,10
1716645977048000,3,9
1716645977048000,1,10
1716645977048000,2,7
1716645977088000,3,9
1716645977088000,3,9
1716645977088000,1,10
1716645977088000,3,9
1716645977088000,1,10
1716645977088000,2,7
1716645977128000,3,9
1716645977128000,3,9
1716645977128000,1,10
1716645977128000,3,9
1716645977128000,1,10
1716645977128000,2,7
1716645977208000,3,9
1716645977208000,3,9
1716645977208000,1,10
1716645977208000,3,9
1716645977208000,1,10
1716645977208000,2,7
1716645977248000,3,9
1716645977248000,3,9
1716645977248000,1,10
1716645977248000,3,9
1716645977248000,1,10
1716645977248000,2,7
1716645977288000,3,9
1716645977288000,3,9
1716645977288000,1,10
1716645977288000,3,9
1716645977288000,1,10
1716645977288000,2,7
1716645977328000,3,9
1716645977328000,3,9
1716645977328000,1,10
1716645977328000,3,9
1716645977328000,1,10
1716645977328000,2,7
1716645977368000,3,9
1716645977368000,3,9
1716645977368000,1,10
1716645977368000,3,9
1716645977368000,1,10
1716645977368000,2,7
1716645977448000,3,9
1716645977448000,3,9
1716645977448000,1,10
1716645977448000,3,9
1716645977448000,1,10
1716645977448000,2,7
1716645977488000,3,9
1716645977488000,3,9
1716645977488000,1,10
1716645977488000,3,9
1716645977488000,1,10
1716645977488000,2,7
1716645977528000,3,9
1716645977528000,3,9
1716645977528000,1,10
1716645977528000,3,9
1716645977528000,1,10
1716645977528000,2,7
1716645977568000,3,9
1716645977568000,3,9
1716645977568000,1,10
1716645977568000,3,9
1716645977568000,1,10
1716645977568000,2,7
1716645977648000,3,9
1716645977648000,3,9
1716645977648000,1,10
1716645977648000,3,9
1716645977648000,1,10
1716645977648000,2,7
1716645977688000,3,9
1716645977688000,3,9
1716645977688000,1,10
1716645977688000,3,9
1716645977688000,1,10
1716645977688000,2,7
1716645977768000,3,9
1716645977768000,3,9
1716645977768000,1,10
1716645977768000,3,9
1716645977768000,1,10
1716645977768000,2,7
1716645977808000,3,9
1716645977808000,3,9
1716645977808000,1,10
1716645977808000,3,9
1716645977808000,1,10
1716645977808000,2,7
1716645977848000,3,9
1716645977848000,3,9
1716645977848000,1,10
1716645977848000,3,9
1716645977848000,1,10
1716645977848000,2,7
1716645977928000,3,9
1716645977928000,3,9
1716645977928000,1,10
1716645977928000,3,9
1716645977928000,1,10
1716645977928000,2,7
1716645977888000,3,9
1716645977888000,3,9
1716645977888000,1,10
1716645977888000,3,9
1716645977888000,1,10
1716645977888000,2,7
1716645978008000,3,9
1716645978008000,3,9
1716645978008000,1,10
1716645978008000,3,9
1716645978008000,1,10
1716645978008000,2,7
1716645978088000,3,9
1716645978088000,3,9
1716645978088000,1,10
1716645978088000,3,9
1716645978088000,1,10
1716645978088000,2,7
1716645978128000,3,9
1716645978128000,3,9
1716645978128000,1,10
1716645978128000,3,9
1716645978128000,1,10
1716645978128000,2,7
1716645978168000,3,9
1716645978168000,3,9
1716645978168000,1,10
1716645978168000,3,9
1716645978168000,1,10
1716645978168000,2,7
1716645978208000,3,9
1716645978208000,3,9
1716645978208000,1,10
1716645978208000,3,9
1716645978208000,1,10
1716645978208000,2,7
1716645978288000,1,10
1716645978288000,1,10
1716645978288000,2,7
1716645978368000,3,9
1716645978368000,3,9
1716645978368000,1,10
1716645978368000,3,9
1716645978368000,1,10
1716645978368000,2,7
1716645978488000,3,9
1716645978488000,3,9
1716645978488000,1,10
1716645978488000,3,9
1716645978488000,1,10
1716645978488000,2,7
1716645978528000,3,9
1716645978528000,3,9
1716645978528000,1,10
1716645978528000,3,9
1716645978528000,1,10
1716645978528000,2,7
1716645978608000,3,7
1716645978608000,3,7
1716645978608000,1,10
1716645978608000,3,7
1716645978608000,1,10
1716645978608000,2,7
1716645978648000,3,7
1716645978648000,3,7
1716645978648000,3,9
1716645978648000,3,7
1716645978648000,3,9
1716645978648000,1,10
1716645978648000,3,7
1716645978648000,3,9
1716645978648000,1,10
1716645978648000,2,7
1716645978728000,3,7
1716645978728000,3,7
1716645978728000,3,9
1716645978728000,3,7
1716645978728000,3,9
1716645978728000,1,10
1716645978728000,3,7
1716645978728000,3,9
1716645978728000,1,10
1716645978728000,2,7
1716645978768000,3,7
1716645978768000,3,7
1716645978768000,3,9
1716645978768000,3,7
1716645978768000,3,9
1716645978768000,1,10
1716645978768000,3,7
1716645978768000,3,9
1716645978768000,1,10
1716645978768000,2,7
1716645978808000,3,7
1716645978808000,3,7
1716645978808000,1,10
1716645978808000,3,7
1716645978808000,1,10
1716645978808000,2,7
1716645978888000,3,7
1716645978888000,3,7
1716645978888000,1,10
1716645978888000,3,7
1716645978888000,1,10
1716645978888000,2,7
1716645978928000,3,7
1716645978928000,3,7
1716645978928000,1,10
1716645978928000,3,7
1716645978928000,1,10
1716645978928000,2,7
1716645978968000,3,7
1716645978968000,3,7
1716645978968000,1,10
1716645978968000,3,7
1716645978968000,1,10
1716645978968000,2,7
1716645979048000,1,10
1716645979048000,1,10
1716645979048000,2,7
1716645979008000,1,10
1716645979008000,1,10
1716645979008000,2,7
1716645979128000,1,10
1716645979128000,1,10
1716645979128000,2,7
1716645979168000,3,7
1716645979168000,3,7
1716645979168000,1,10
1716645979168000,3,7
1716645979168000,1,10
1716645979168000,2,7
1716645979208000,3,7
1716645979208000,3,7
1716645979208000,1,10
1716645979208000,3,7
1716645979208000,1,10
1716645979208000,2,7
1716645979248000,3,7
1716645979248000,3,7
1716645979248000,1,10
1716645979248000,3,7
1716645979248000,1,10
1716645979248000,2,7
1716645979328000,3,7
1716645979328000,3,7
1716645979328000,1,10
1716645979328000,3,7
1716645979328000,1,10
1716645979328000,2,7
1716645979368000,3,7
1716645979368000,3,7
1716645979368000,1,10
1716645979368000,3,7
1716645979368000,1,10
1716645979368000,2,7
1716645979408000,3,7
1716645979408000,3,7
1716645979408000,3,9
1716645979408000,3,7
1716645979408000,3,9
1716645979408000,1,10
1716645979408000,3,7
1716645979408000,3,9
1716645979408000,1,10
1716645979408000,2,7
1716645979448000,3,7
1716645979448000,3,7
1716645979448000,3,9
1716645979448000,3,7
1716645979448000,3,9
1716645979448000,1,10
1716645979448000,3,7
1716645979448000,3,9
1716645979448000,1,10
1716645979448000,2,7
1716645979528000,3,7
1716645979528000,3,7
1716645979528000,1,10
1716645979528000,3,7
1716645979528000,1,10
1716645979528000,2,7
1716645979568000,3,7
1716645979568000,3,7
1716645979568000,1,10
1716645979568000,3,7
1716645979568000,1,10
1716645979568000,2,7
1716645979688000,3,7
1716645979688000,3,7
1716645979688000,1,10
1716645979688000,3,7
1716645979688000,1,10
1716645979688000,2,7
1716645979728000,3,7
1716645979728000,3,7
1716645979728000,1,10
1716645979728000,3,7
1716645979728000,1,10
1716645979728000,2,7
1716645979768000,3,7
1716645979768000,3,7
1716645979768000,1,10
1716645979768000,3,7
1716645979768000,1,10
1716645979768000,2,7
1716645979808000,3,7
1716645979808000,3,7
1716645979808000,1,10
1716645979808000,3,7
1716645979808000,1,10
1716645979808000,2,7
1716645979888000,3,7
1716645979888000,3,7
1716645979888000,1,10
1716645979888000,3,7
1716645979888000,1,10
1716645979888000,2,7
1716645979848000,3,7
1716645979848000,3,7
1716645979848000,1,10
1716645979848000,3,7
1716645979848000,1,10
1716645979848000,2,7
1716645979928000,3,7
1716645979928000,3,7
1716645979928000,1,10
1716645979928000,3,7
1716645979928000,1,10
1716645979928000,2,7
1716645979968000,3,7
1716645979968000,3,7
1716645979968000,1,10
1716645979968000,3,7
1716645979968000,1,10
1716645979968000,2,7
1716645980048000,3,7
1716645980048000,3,7
1716645980048000,1,10
1716645980048000,3,7
1716645980048000,1,10
1716645980048000,2,7
1716645980128000,3,7
1716645980128000,3,7
1716645980128000,1,10
1716645980128000,3,7
1716645980128000,1,10
1716645980128000,2,7
1716645980208000,3,7
1716645980208000,3,7
1716645980208000,1,10
1716645980208000,3,7
1716645980208000,1,10
1716645980208000,2,7
1716645980168000,3,7
1716645980168000,3,7
1716645980168000,1,10
1716645980168000,3,7
1716645980168000,1,10
1716645980168000,2,7
1716645980328000,3,7
1716645980328000,3,7
1716645980328000,1,10
1716645980328000,3,7
1716645980328000,1,10
1716645980328000,2,7
1716645980288000,3,7
1716645980288000,3,7
1716645980288000,1,10
1716645980288000,3,7
1716645980288000,1,10
1716645980288000,2,7
1716645980408000,3,7
1716645980408000,3,7
1716645980408000,1,10
1716645980408000,3,7
1716645980408000,1,10
1716645980408000,2,7
1716645980368000,1,10
1716645980368000,1,10
1716645980368000,2,7
1716645980528000,3,7
1716645980528000,3,7
1716645980528000,1,10
1716645980528000,3,7
1716645980528000,1,10
1716645980528000,2,7
1716645980568000,3,7
1716645980568000,3,7
1716645980568000,1,10
1716645980568000,3,7
1716645980568000,1,10
1716645980568000,2,7
1716645980488000,3,7
1716645980488000,3,7
1716645980488000,1,10
1716645980488000,3,7
1716645980488000,1,10
1716645980488000,2,7
1716645980688000,3,7
1716645980688000,3,7
1716645980688000,1,10
1716645980688000,3,7
1716645980688000,1,10
1716645980688000,2,7
1716645980728000,3,7
1716645980728000,3,7
1716645980728000,1,10
1716645980728000,3,7
1716645980728000,1,10
1716645980728000,2,7
1716645980768000,3,7
1716645980768000,3,7
1716645980768000,1,10
1716645980768000,3,7
1716645980768000,1,10
1716645980768000,2,7
1716645980808000,3,7
1716645980808000,3,7
1716645980808000,1,10
1716645980808000,3,7
1716645980808000,1,10
1716645980808000,2,7
1716645980808000,3,7
1716645980808000,1,10
1716645980808000,2,7
1716645980888000,3,7
1716645980888000,3,7
1716645980888000,1,10
1716645980888000,3,7
1716645980888000,1,10
1716645980888000,2,7
1716645980928000,3,7
1716645980928000,3,7
1716645980928000,1,10
1716645980928000,3,7
1716645980928000,1,10
1716645980928000,2,7
1716645980968000,3,7
1716645980968000,3,7
1716645980968000,1,10
1716645980968000,3,7
1716645980968000,1,10
1716645980968000,2,7
1716645981008000,3,7
1716645981008000,3,7
1716645981008000,1,10
1716645981008000,3,7
1716645981008000,1,10
1716645981008000,2,7
1716645981088000,3,7
1716645981088000,3,7
1716645981088000,1,10
1716645981088000,3,7
1716645981088000,1,10
1716645981088000,2,7
1716645981128000,3,7
1716645981128000,3,7
1716645981128000,1,10
1716645981128000,3,7
1716645981128000,1,10
1716645981128000,2,7
1716645981208000,3,7
1716645981208000,3,7
1716645981208000,1,10
1716645981208000,3,7
1716645981208000,1,10
1716645981208000,2,7
1716645981248000,3,7
1716645981248000,3,7
1716645981248000,1,10
1716645981248000,3,7
1716645981248000,1,10
1716645981248000,2,7
1716645981328000,3,7
1716645981328000,3,7
1716645981328000,1,10
1716645981328000,3,7
1716645981328000,1,10
1716645981328000,2,7
1716645981368000,3,7
1716645981368000,3,7
1716645981368000,1,10
1716645981368000,3,7
1716645981368000,1,10
1716645981368000,2,7
1716645981448000,3,7
1716645981448000,3,7
1716645981448000,1,10
1716645981448000,3,7
1716645981448000,1,10
1716645981448000,2,7
1716645981528000,3,7
1716645981528000,3,7
1716645981528000,1,10
1716645981528000,3,7
1716645981528000,1,10
1716645981528000,2,7
1716645981568000,3,7
1716645981568000,3,7
1716645981568000,1,10
1716645981568000,3,7
1716645981568000,1,10
1716645981568000,2,7
1716645981648000,3,7
1716645981648000,3,7
1716645981648000,1,10
1716645981648000,3,7
1716645981648000,1,10
1716645981648000,2,7
1716645981608000,3,7
1716645981608000,3,7
1716645981608000,1,10
1716645981608000,3,7
1716645981608000,1,10
1716645981608000,2,7
1716645981728000,3,7
1716645981728000,3,7
1716645981728000,1,10
1716645981728000,3,7
1716645981728000,1,10
1716645981728000,2,7
1716645981808000,3,7
1716645981808000,3,7
1716645981808000,1,10
1716645981808000,3,7
1716645981808000,1,10
1716645981808000,2,7
1716645981848000,3,7
1716645981848000,3,7
1716645981848000,1,10
1716645981888000,3,7
1716645981888000,3,7
1716645981888000,1,10
1716645981888000,3,7
1716645981888000,1,10
1716645981888000,2,7
1716645981928000,3,7
1716645981928000,3,7
1716645981928000,1,10
1716645981928000,3,7
1716645981928000,1,10
1716645981928000,2,7
1716645982008000,3,7
1716645982008000,3,7
1716645982008000,1,10
1716645982008000,3,7
1716645982008000,1,10
1716645982008000,2,7
1716645982088000,3,7
1716645982088000,3,7
1716645982088000,1,10
1716645982088000,3,7
1716645982088000,1,10
1716645982088000,2,7
1716645982048000,3,7
1716645982048000,3,7
1716645982048000,1,10
1716645982048000,3,7
1716645982048000,1,10
1716645982048000,2,7
1716645982168000,3,7
1716645982168000,3,7
1716645982168000,1,10
1716645982168000,3,7
1716645982168000,1,10
1716645982168000,2,7
1716645982208000,3,7
1716645982208000,3,7
1716645982208000,1,10
1716645982208000,3,7
1716645982208000,1,10
1716645982208000,2,7
1716645982248000,3,7
1716645982248000,3,7
1716645982248000,1,10
1716645982248000,3,7
1716645982248000,1,10
1716645982248000,2,7
1716645982328000,3,7
1716645982328000,3,7
1716645982328000,1,10
1716645982328000,3,7
1716645982328000,1,10
1716645982328000,2,7
1716645982288000,3,7
1716645982288000,3,7
1716645982288000,1,10
1716645982288000,3,7
1716645982288000,1,10
1716645982288000,2,7
1716645982408000,3,7
1716645982408000,3,7
1716645982408000,1,10
1716645982408000,3,7
1716645982408000,1,10
1716645982408000,2,7
1716645982488000,3,7
1716645982488000,3,7
1716645982488000,1,10
1716645982528000,3,7
1716645982528000,3,7
1716645982528000,1,10
1716645982528000,3,7
1716645982528000,1,10
1716645982528000,2,7
1716645982568000,3,7
1716645982568000,3,7
1716645982568000,1,10
1716645982568000,3,7
1716645982568000,1,10
1716645982568000,2,7
1716645982648000,3,7
1716645982648000,3,7
1716645982648000,1,10
1716645982728000,3,7
1716645982728000,3,7
1716645982728000,1,10
1716645982768000,3,7
1716645982768000,3,7
1716645982768000,1,10
1716645982808000,3,7
1716645982808000,3,7
1716645982808000,1,10
1716645982888000,3,7
1716645982888000,3,7
1716645982888000,1,10
1716645982928000,3,7
1716645982928000,3,7
1716645982928000,1,10
1716645982968000,3,7
1716645982968000,3,7
1716645982968000,1,10
1716645983008000,3,7
1716645983008000,3,7
1716645983008000,1,10
1716645983088000,3,7
1716645983088000,3,7
1716645983088000,1,10
1716645983048000,3,7
1716645983048000,3,7
1716645983048000,1,10
1716645983168000,3,7
1716645983168000,3,7
1716645983168000,1,10
1716645983248000,3,7
1716645983248000,3,7
1716645983248000,1,10
1716645983208000,3,7
1716645983208000,3,7
1716645983208000,1,10
1716645983328000,3,7
1716645983328000,3,7
1716645983328000,1,10
1716645983408000,3,7
1716645983408000,3,7
1716645983408000,1,10
1716645983368000,3,7
1716645983368000,3,7
1716645983368000,1,10
1716645983528000,3,7
1716645983528000,3,7
1716645983528000,1,10
1716645983568000,3,7
1716645983568000,3,7
1716645983568000,1,10
1716645983648000,3,7
1716645983648000,3,7
1716645983648000,1,10
1716645983608000,3,7
1716645983608000,3,7
1716645983608000,1,10
1716645983728000,3,7
1716645983728000,3,7
1716645983728000,1,10
1716645983808000,3,7
1716645983808000,3,7
1716645983808000,1,10
1716645983848000,3,7
1716645983848000,3,7
1716645983848000,1,10
1716645983928000,3,7
1716645983928000,3,7
1716645983928000,1,10
1716645983968000,3,7
1716645983968000,3,7
1716645983968000,1,10
1716645984008000,3,7
1716645984008000,3,7
1716645984008000,1,10
1716645984048000,3,7
1716645984048000,3,7
1716645984048000,1,10
1716645984128000,3,7
1716645984128000,3,7
1716645984128000,1,10
1716645984088000,3,7
1716645984088000,3,7
1716645984088000,1,10
1716645984248000,3,7
1716645984248000,3,7
1716645984248000,1,10
1716645984288000,3,7
1716645984288000,3,7
1716645984288000,1,10
1716645984328000,3,7
1716645984328000,3,7
1716645984328000,1,10
1716645984368000,3,7
1716645984368000,3,7
1716645984368000,1,10
1716645984408000,3,7
1716645984408000,3,7
1716645984408000,1,10
1716645984408000,3,7
1716645984408000,1,10
1716645984408000,2,7
1716645984448000,3,7
1716645984448000,3,7
1716645984448000,1,10
1716645984448000,3,7
1716645984448000,1,10
1716645984448000,2,7
1716645984528000,3,7
1716645984528000,3,7
1716645984528000,1,10
1716645984528000,3,7
1716645984528000,1,10
1716645984528000,2,7
1716645984568000,3,7
1716645984568000,3,7
1716645984568000,1,10
1716645984568000,3,7
1716645984568000,1,10
1716645984568000,2,7
1716645984608000,3,7
1716645984608000,3,7
1716645984608000,1,10
1716645984608000,3,7
1716645984608000,1,10
1716645984608000,2,7
1716645984648000,1,10
1716645984648000,1,10
1716645984648000,2,7
1716645984728000,1,10
1716645984728000,1,10
1716645984728000,2,7
1716645984768000,1,10
1716645984768000,1,10
1716645984768000,2,7
1716645984808000,1,10
1716645984808000,1,10
1716645984808000,2,7
1716645984888000,1,10
1716645984888000,1,10
1716645984888000,2,7
1716645984928000,1,10
1716645984928000,1,10
1716645984928000,2,7
1716645984968000,1,10
1716645984968000,1,10
1716645984968000,2,7
1716645984848000,1,10
1716645984848000,1,10
1716645984848000,2,7
1716645985048000,1,10
1716645985048000,1,10
1716645985048000,2,7
1716645985088000,1,10
1716645985088000,1,10
1716645985088000,2,7
1716645985128000,1,10
1716645985128000,1,10
1716645985128000,2,7
1716645985208000,1,10
1716645985208000,1,10
1716645985208000,2,7
1716645985248000,1,10
1716645985248000,1,10
1716645985248000,2,7
1716645985288000,1,10
1716645985288000,1,10
1716645985288000,2,7
1716645985368000,1,10
1716645985368000,1,10
1716645985368000,2,7
1716645985328000,1,10
1716645985328000,1,10
1716645985328000,2,7
1716645985408000,1,10
1716645985408000,1,10
1716645985408000,2,7
1716645985488000,1,10
1716645985488000,1,10
1716645985488000,2,7
1716645985528000,1,10
1716645985528000,1,10
1716645985528000,2,7
1716645985608000,1,10
1716645985608000,1,10
1716645985608000,2,7
1716645985688000,1,10
1716645985688000,1,10
1716645985688000,2,7
1716645985728000,1,10
1716645985728000,1,10
1716645985728000,2,7
1716645985768000,1,10
1716645985768000,1,10
1716645985768000,2,7
1716645985808000,1,10
1716645985808000,1,10
1716645985808000,2,7
1716645985848000,1,10
1716645985848000,1,10
1716645985848000,2,7
1716645985888000,1,10
1716645985888000,1,10
1716645985888000,2,7
1716645985928000,1,10
